Pregunta|Respuesta
¿Qué importancia tiene la integración de conocimientos en el programa de prácticas?|Según el normativo de práticas finales y el artículo 2, la integración de conocimientos es crucial en el programa de prácticas ya que permite a los estudiantes aplicar lo aprendido durante su carrera para egresar como profesionales altamente calificados.
¿Qué elementos son esenciales en la formación de estudiantes en el programa de prácticas?|Según el normativo de práticas finales y el artículo 2, los elementos esenciales en la formación de estudiantes en el programa de prácticas son los conocimientos, habilidades (destrezas) y criterios adquiridos durante su carrera.
¿Quiénes conforman el programa de prácticas?|Según el normativo de práticas finales y el artículo 3, el programa de prácticas está conformado por la Dirección de EPS, los Coordinadores y los asesores - docentes.
¿Cuál es la unidad responsable de llevar a cabo el programa de prácticas?|Según el normativo de práticas finales y el artículo 3, la unidad responsable de llevar a cabo el programa de prácticas es la Unidad de EPS.
¿Quién dirige la Unidad de EPS?|Según el normativo de práticas finales y el artículo 3, la Unidad de EPS está dirigida por el Director.
¿Cuáles son las coordinaciones que forman parte de la estructura organizativa del programa de prácticas?|Según el normativo de práticas finales y el artículo 3, las coordinaciones que forman parte de la estructura organizativa del programa de prácticas son: 1) Prácticas Iniciales, 2) Prácticas Intermedias, 3) Prácticas Finales.
¿Qué roles incluyen los asesores dentro del programa de prácticas?|Según el normativo de práticas finales y el artículo 3, los asesores son parte de la estructura del programa de prácticas y colaboran como docentes.
¿Cómo se clasifica el programa de prácticas según sus fases?|Según el normativo de práticas finales y el artículo 3, el programa de prácticas se clasifica en tres fases: Prácticas Iniciales, Prácticas Intermedias y Prácticas Finales.
¿Quiénes son los responsables de coordinar las diferentes fases del programa de prácticas?|Según el normativo de práticas finales y el artículo 3, los responsables de coordinar las diferentes fases del programa de prácticas son los Coordinadores asignados a Prácticas Iniciales, Prácticas Intermedias y Prácticas Finales.
¿Qué se entiende por las prácticas de ingeniería según la definición proporcionada?|Según el normativo de práticas finales y el artículo 4, las prácticas de ingeniería son la aplicación de los conocimientos, habilidades y criterios por parte del estudiante de Ingeniería en cualquiera de las especialidades, acorde a su nivel de conocimiento, de tal forma que pueda confrontar los conocimientos teóricos con el mundo real y comprobar así su veracidad.
¿Cómo se dividen las prácticas de ingeniería?|Según el normativo de práticas finales y el artículo 4, las prácticas de ingeniería se dividen en tres categorías: Prácticas Iniciales, Prácticas Intermedias y Prácticas Finales (práctica laboral o empresarios juveniles).
¿Cuál es el propósito del Programa de Prácticas de Ingeniería en la Facultad de Ingeniería?|Según el normativo de práticas finales y el artículo 4, el Programa de Prácticas de Ingeniería constituye el EPS inicial de la Facultad de Ingeniería y es de carácter obligatorio, previo a optar al examen técnico profesional o realización de EPS final en la carrera de pre-grado.
¿Qué se requiere para que un estudiante de ingeniería pueda optar al examen técnico profesional o realizar el EPS final?|Según el normativo de práticas finales y el artículo 4, es obligatorio que el estudiante complete el Programa de Prácticas de Ingeniería, que constituye el EPS inicial de la Facultad de Ingeniería, antes de optar al examen técnico profesional o realizar el EPS final en la carrera de pre-grado.
¿Qué tipos de habilidades se espera que aplique el estudiante durante las prácticas de ingeniería?|Según el normativo de práticas finales y el artículo 4, se espera que el estudiante aplique conocimientos, habilidades (destrezas) y criterios durante las prácticas de ingeniería.
¿Las prácticas de ingeniería son opcionales o obligatorias para los estudiantes?|Según el normativo de práticas finales y el artículo 4, las prácticas de ingeniería son de carácter obligatorio para los estudiantes de la Facultad de Ingeniería.
¿Qué se busca verificar mediante la realización de las prácticas de ingeniería?|Según el normativo de práticas finales y el artículo 4, mediante la realización de las prácticas de ingeniería se busca confrontar los conocimientos teóricos del estudiante con el mundo real y comprobar su veracidad.
¿Cuáles son las prácticas que deben realizar obligatoriamente los estudiantes de Ingeniería en su tercer semestre?|Según el normativo de práticas finales y el artículo 5, las prácticas que deben realizar obligatoriamente los estudiantes de Ingeniería en su tercer semestre son las prácticas iniciales, las cuales se desarrollarán a través de talleres.
¿En qué consiste la modalidad de las prácticas iniciales para los estudiantes de Ingeniería en su tercer semestre?|Según el normativo de práticas finales y el artículo 5, la modalidad de las prácticas iniciales para los estudiantes de Ingeniería en su tercer semestre será a través de talleres.
¿Cuándo deben llevar a cabo los estudiantes de Ingeniería las prácticas iniciales según el pénsum de estudio?|Según el normativo de práticas finales y el artículo 5, los estudiantes de Ingeniería deben llevar a cabo las prácticas iniciales en el tercer semestre del pénsum de estudio.
¿Qué son las prácticas iniciales?|Según el normativo de práticas finales y el artículo 5, las prácticas iniciales son aquellas que desarrollarán obligatoriamente los estudiantes de Ingeniería en su tercer semestre del pénsum de estudio, y se realizarán a través de talleres.
¿Qué nivel de estudio deben tener los estudiantes para llevar a cabo las prácticas iniciales según el pénsum de estudio?|Según el normativo de práticas finales y el artículo 5, los estudiantes deben estar en el tercer semestre de Ingeniería para llevar a cabo las prácticas iniciales.
¿Por qué se menciona que las prácticas iniciales se realizarán a través de talleres?|Según el normativo de práticas finales y el artículo 5, la modalidad de las prácticas iniciales es a través de talleres, lo que sugiere un enfoque práctico y participativo en la formación de los estudiantes de Ingeniería.
¿Quiénes están obligados a desarrollar las prácticas intermedias?|Según el normativo de práticas finales y el artículo 6, los estudiantes de Ingeniería están obligados a desarrollar las prácticas intermedias.
¿En qué etapa deben los estudiantes de Ingeniería desarrollar las prácticas intermedias?|Según el normativo de práticas finales y el artículo 6, los estudiantes de Ingeniería deben desarrollar las prácticas intermedias en la etapa intermedia.
¿Cómo se llevarán a cabo las prácticas intermedias?|Según el normativo de práticas finales y el artículo 6, la modalidad de las prácticas intermedias será a través de talleres.
¿Cuántas opciones presenta el programa de prácticas de la Facultad de Ingeniería?|Según el normativo de práticas finales y el artículo 7, el programa de prácticas de la Facultad de Ingeniería presenta dos opciones.
¿Cuáles son las opciones de prácticas que ofrece la Facultad de Ingeniería?|Según el normativo de práticas finales y el artículo 7, las opciones de prácticas que ofrece la Facultad de Ingeniería son: Práctica Laboral y Empresarios Juveniles.
¿Qué es la Práctica Laboral en el contexto del programa de prácticas de la Facultad de Ingeniería?|Según el normativo de práticas finales y el artículo 7, la Práctica Laboral es una de las opciones disponibles en el programa de prácticas de la Facultad de Ingeniería.
¿Qué significa Empresarios Juveniles en el programa de prácticas de la Facultad de Ingeniería?|Según el normativo de práticas finales y el artículo 7, Empresarios Juveniles es una de las opciones de prácticas en el programa de la Facultad de Ingeniería.
¿Cuál es el objetivo de la Práctica Inicial?|Según el normativo de práticas finales y el artículo 8, el objetivo de la Práctica Inicial es iniciar al estudiante con el quehacer de la Ingeniería según su área, promoviendo las actividades de docencia e investigación.
¿Qué se busca fortalecer con la Práctica Intermedia?|Según el normativo de práticas finales y el artículo 8, la Práctica Intermedia busca fortalecer la formación profesional de los estudiantes y aplicar los conocimientos de su carrera de la etapa intermedia. También busca reafirmar el campo de aplicación de la especialidad que el estudiante ha elegido.
¿Qué se espera que los estudiantes logren con la Práctica Final?|Según el normativo de práticas finales y el artículo 8, busca fortalecer la formación de los estudiantes mediante una práctica supervisada. También busca desarrollar su interpretación de fenómenos naturales y fomentar su participación en instituciones asignadas para prácticas. Todo esto se realiza bajo la supervisión de la Facultad de Ingeniería de la Universidad de San Carlos de Guatemala.
¿Cómo contribuye la Práctica Intermedia a la formación profesional de los estudiantes?|Según el normativo de práticas finales y el artículo 8, la Práctica Intermedia contribuye a la formación profesional de los estudiantes al permitirles aplicar los conocimientos de su carrera de la etapa intermedia y reafirmar el campo de aplicación de la especialidad que han elegido.
¿Qué debe presentar el estudiante para la aprobación de proyectos para la práctica laboral?|Según el normativo de práticas finales y el artículo 9, el estudiante debe presentar la propuesta del proyecto y la institución donde solicita realizar su práctica.
¿Qué debe contener el perfil del proyecto?|Según el normativo de práticas finales y el artículo 9, el perfil del proyecto debe contener una descripción general de la institución, sus funciones y actividades, un análisis sobre la situación actual que justifique la realización de un proyecto, una descripción del proyecto a realizar, y una descripción general del contenido a desarrollar en cada una de las fases que integren necesidades técnicas, económicas, administrativas, sociales, etc.
¿Cuánto tiempo tiene la institución para informar al estudiante sobre la aprobación del perfil?|Según el normativo de práticas finales y el artículo 9, la institución debe informar al estudiante en un tiempo máximo de 15 días de la aprobación del perfil.
¿Cuánto tiempo dura la práctica inicial?|Según el normativo de práticas finales y el artículo 10, la práctica inicial tendrá una duración de un semestre.
¿Cuánto tiempo dura la práctica intermedia?|Según el normativo de práticas finales y el artículo 10, la práctica intermedia tendrá una duración de un semestre.
¿Cuánto tiempo dura la práctica final laboral?|Según el normativo de práticas finales y el artículo 10, la práctica final laboral tendrá una duración de 400 horas efectivas.
¿Cuánto tiempo dura la práctica de empresarios juveniles?|Según el normativo de práticas finales y el artículo 10, la práctica de empresarios juveniles tendrá una duración de dos semestres lectivos continuos.
¿Cuál es uno de los requisitos para la práctica inicial?|Según el normativo de práticas finales y el artículo 11, uno de los requisitos para la práctica inicial es estar debidamente inscrito en la Facultad de Ingeniería.
¿Qué se necesita tener aprobado antes de comenzar las prácticas?|Según el normativo de práticas finales y el artículo 11, se necesita tener aprobado el curso de Matemática Básica II antes de comenzar las prácticas.
¿Qué se debe hacer previo a desarrollar las prácticas?|Según el normativo de práticas finales y el artículo 11, se debe someter a un seminario de inducción previo a desarrollar las prácticas.
¿Cuándo se realizará el seminario de inducción?|Según el normativo de práticas finales y el artículo 11, el seminario de inducción se realizará en la segunda semana de cada semestre.
¿Quién programa y publica el seminario de inducción?|Según el normativo de práticas finales y el artículo 11, el seminario de inducción es programado y publicado por la Unidad de EPS.
¿Qué se necesita para estar apto para la práctica intermedia?|Según el normativo de práticas finales y el artículo 12, para estar apto para la práctica intermedia se necesita estar debidamente inscrito en la Facultad de Ingeniería.
¿Qué se debe hacer antes de desarrollar las prácticas intermedias?|Según el normativo de práticas finales y el artículo 12, antes de desarrollar las prácticas intermedias, se debe someter a un seminario de inducción que se realizará en la segunda semana de cada semestre.
¿Cuántos créditos se deben tener aprobados para la práctica intermedia?|Según el normativo de práticas finales y el artículo 12, se deben tener aprobados 120 créditos para la práctica intermedia.
¿Qué se debe hacer en control académico para la práctica intermedia?|Según el normativo de práticas finales y el artículo 12, para la práctica intermedia se debe asignarse en control académico.
¿Qué requisito se debe cumplir para poder llevar cualquier curso obligatorio del octavo semestre de cualquier carrera?|Según el normativo de práticas finales y el artículo 12, el estudiante deberá aprobar prácticas intermedias como requisito para poder llevar cualquier curso obligatorio del octavo semestre de cualquier carrera.
¿Cuál es uno de los requisitos para realizar la Práctica Laboral?|Según el normativo de práticas finales y el artículo 13, uno de los requisitos para realizar la Práctica Laboral es estar debidamente inscrito en la Facultad de Ingeniería.
¿Qué se necesita para realizar la Práctica Laboral si el estudiante ya está trabajando?|Según el normativo de práticas finales y el artículo 13, si el estudiante ya está trabajando y su trabajo tiene relación con la carrera que sigue, podría ser una alternativa para realizar la Práctica Laboral siempre y cuando se compruebe que el proyecto que va a realizar tiene estrecha relación con la carrera que sigue.
¿Cuántos créditos se deben tener aprobados para realizar la Práctica Laboral o participar en Empresarios Juveniles?|Según el normativo de práticas finales y el artículo 13, se deben tener aprobados 200 créditos y presentar certificación de cursos aprobados para realizar la Práctica Laboral o participar en Empresarios Juveniles.
¿Qué se debe hacer después de obtener el aval de la empresa para la Práctica Laboral?|Según el normativo de práticas finales y el artículo 13, después de obtener el aval de la empresa para la Práctica Laboral, el estudiante debe asignarse en Control Académico.
¿Qué se necesita para participar en Empresarios Juveniles?|Según el normativo de práticas finales y el artículo 13, para participar en Empresarios Juveniles, además de estar debidamente inscrito en la Facultad de Ingeniería y tener aprobados 200 créditos, se debe haber aprobado la práctica intermedia y haber aprobado cursos afines al programa.
¿Qué se espera que haga un estudiante en términos de planificación de su trabajo de práctica laboral?|Según el normativo de práticas finales y el artículo 14, se espera que el estudiante planifique adecuadamente y en el tiempo que se le asigne el trabajo a desarrollar en la práctica laboral.
¿Cómo debe ser la asistencia de un estudiante a su práctica laboral?|Según el normativo de práticas finales y el artículo 14, el estudiante debe cumplir con el compromiso que adquiera de asistencia y puntualidad en la empresa en que realizará la práctica laboral.
¿Qué se espera en términos de iniciativa y colaboración de un estudiante en su práctica laboral?|Según el normativo de práticas finales y el artículo 14, se espera que el estudiante tenga iniciativa y colabore en las actividades que pueda hacerlo sin faltar a las cadenas de mando que le hayan indicado en la empresa.
¿Cómo debe ser la comunicación de un estudiante con su asesor docente?|Según el normativo de práticas finales y el artículo 14, el estudiante debe mantener una comunicación continua con su asesor docente designado.
¿Qué tipo de hábitos de conducta se espera que desarrolle un estudiante durante su práctica laboral?|Según el normativo de práticas finales y el artículo 14, se espera que el estudiante genere buenos hábitos de conducta, de creatividad y oportunidad; con excelente personalidad madura no faltando a los buenos principios éticos, mostrando siempre autenticidad y altruismo.
¿Qué se espera en términos de ética y confidencialidad de un estudiante en su práctica laboral?|Según el normativo de práticas finales y el artículo 14, se espera que el estudiante cumpla con los códigos de ética y confidencialidad de la comunidad, institución o empresa asignada.
¿Qué debe cumplir un estudiante para realizar el Examen Técnico Profesional o EPS final?|Según el normativo de práticas finales y el artículo 14, todo estudiante deberá cumplir con las prácticas iniciales, intermedias y finales para realizar el Examen Técnico Profesional o EPS final.
¿Quién nombra al Director de EPS?|Según el normativo de práticas finales y el artículo 15, el Director es el profesional nombrado por la Junta Directiva de la Facultad de Ingeniería, a propuesta del Decano.
¿Cuál es la responsabilidad del Director de EPS con respecto al programa de prácticas?|Según el normativo de práticas finales y el artículo 15, el Director es responsable de las actividades que oficialmente le han sido asignadas a la Unidad, con relación al programa de prácticas.
¿Qué se espera que haga el Director de EPS con respecto a las guías de prácticas?|Según el normativo de práticas finales y el artículo 15, se espera que el Director elabore, revise y actualice el contenido y las guías de las prácticas, tanto iniciales, intermedias como finales.
¿Cómo se seleccionan las comunidades, instituciones o empresas para la realización de prácticas finales?|Según el normativo de práticas finales y el artículo 15, el Director evalúa y selecciona comunidades, instituciones o empresas para la realización de prácticas finales, conjuntamente con el Coordinador del programa, atendiendo criterios como: necesidad, viabilidad, pertinencia, aplicación de las herramientas de la ingeniería en su área respectiva.
¿Qué se espera que haga el Director de EPS si los estudiantes o profesores no cumplen con el normativo del programa de prácticas?|Según el normativo de práticas finales y el artículo 15, el Director debe asegurar que estudiantes y profesores cumplan con las normas del programa de prácticas, y en caso de incumplimiento, debe tomar las acciones necesarias según los normativos de la Facultad de Ingeniería y de la Universidad de San Carlos de Guatemala.
¿Qué se espera que haga el Director de EPS con respecto a los recursos asignados a la Unidad?|Según el normativo de práticas finales y el artículo 15, se espera que el Director vele por el uso adecuado de los recursos asignados a la Unidad para supervisión de proyectos, reportando oportunamente cualquier anomalía.
¿Cómo se espera que el Director de EPS promocione el programa de prácticas de EPS?|Según el normativo de práticas finales y el artículo 15, se espera que el Director promocione constantemente el programa de prácticas de EPS ante las instituciones públicas y privadas.
¿Qué se espera que haga el Director de EPS con respecto a las visitas de supervisión?|Según el normativo de práticas finales y el artículo 15, se espera que el Director gestione la obtención de los recursos necesarios para la realización de las visitas de supervisión que se programen y vele por el mantenimiento de los vehículos que se asignen a los supervisores por parte de Secretaría Adjunta.
¿Qué se espera que haga el Director de EPS cuando los Coordinadores de prácticas necesiten apoyo?|Según el normativo de práticas finales y el artículo 15, se espera que el Director brinde apoyo necesario a los Coordinadores de prácticas cuando sea requerido.
¿Cómo se espera que el Director de EPS informe sobre las actividades, investigaciones y servicios realizados por los estudiantes?|Según el normativo de práticas finales y el artículo 15, se espera que el Director coordine la elaboración de un informe semestral de las actividades, investigaciones y servicios realizados por los estudiantes durante el desarrollo del programa de prácticas.
¿Quién es responsable de coordinar las actividades de los asesores-docentes de las diferentes áreas?|Según el normativo de práticas finales y el artículo 16, el Coordinador de prácticas es el profesional que, en conjunto con el Director de EPS, coordina las actividades de los asesores-docentes de las diferentes áreas.
¿Cómo se seleccionan las opciones, instituciones o empresas para la realización de programas de prácticas?|Según el normativo de práticas finales y el artículo 16, el Coordinador de prácticas evalúa y selecciona opciones, instituciones o empresas para la realización de programas de prácticas, conjuntamente con el Director de EPS y con los asesores de las áreas, atendiendo criterios como: necesidad, viabilidad, pertinencia y aplicación de las herramientas de la Ingeniería en su área respectiva.
¿Qué tipo de informe debe elaborar el Coordinador de prácticas semestralmente?|Según el normativo de práticas finales y el artículo 16, el Coordinador de prácticas debe coordinar la elaboración de un informe semestral de las actividades, investigaciones y servicios realizados por los estudiantes en el desarrollo del programa de prácticas, para remitirlo al Director de EPS.
¿Qué sucede con los informes finales de los estudiantes?|Según el normativo de práticas finales y el artículo 16, el Coordinador de prácticas aprueba los informes finales de los estudiantes para su traslado a la Director de EPS y ésta los envía a la entidad que corresponda.
¿Qué se espera que haga el Coordinador de prácticas con respecto a las fuentes de práctica?|Según el normativo de práticas finales y el artículo 16, el Coordinador de prácticas debe generar listados de las diversas fuentes de práctica según las diferentes áreas de trabajo.
¿Cuál es el papel del Coordinador de prácticas en la supervisión y evaluación de los programas de práctica?|Según el normativo de práticas finales y el artículo 16, el Coordinador de prácticas, en coordinación con el Director de EPS, debe elaborar la planificación, ejecución, supervisión y evaluación de cada programa de práctica.
¿Cómo se espera que el Coordinador de prácticas interactúe con las instituciones públicas y privadas?|Según el normativo de práticas finales y el artículo 16, el Coordinador de prácticas debe promocionar constantemente el programa de prácticas ante las instituciones públicas y privadas.
¿Qué tipo de apoyo se espera que brinde el Coordinador de prácticas a los asesores-docentes del programa?|Según el normativo de práticas finales y el artículo 16, el Coordinador de prácticas debe brindar el apoyo necesario a los asesores-docentes del programa cuando sea requerido.
¿Cómo se espera que el Coordinador de prácticas interactúe con el grupo de asesores-docentes del programa?|Según el normativo de práticas finales y el artículo 16, el Coordinador de prácticas debe convocar periódicamente a reuniones al grupo de asesores-docentes del programa para conocer aspectos de trabajo y reportarlo al Director de EPS.
¿Cuáles son las responsabilidades de un asesor-docente del programa de prácticas?|Según el normativo de práticas finales y el artículo 17, el asesor-docente del programa de prácticas tiene varias responsabilidades, entre las que se incluyen planificar, ejecutar, supervisar y evaluar el programa que le corresponde, así como planificar y ejecutar los seminarios de inducción del programa de prácticas.
¿Qué se espera que haga un asesor-docente en términos de supervisión y evaluación de los estudiantes?|Según el normativo de práticas finales y el artículo 17, se espera que el asesor-docente supervise y evalúe el trabajo de los estudiantes a su cargo y tome las medidas correctivas en el ámbito de su competencia.
¿Cómo contribuye un asesor-docente a la promoción del programa de prácticas?|Según el normativo de práticas finales y el artículo 17, el asesor-docente debe promocionar constantemente el programa de prácticas ante las instituciones públicas y privadas, en conjunto con el coordinador de prácticas y el Director de EPS.
¿Qué tipo de informes debe elaborar un asesor-docente?|Según el normativo de práticas finales y el artículo 17, el asesor-docente debe elaborar un informe semestral de las actividades, investigaciones y servicios realizados por los estudiantes en el desarrollo del programa a su cargo. También debe aprobar los informes finales de los estudiantes para su traslado a los Coordinadores de prácticas.
¿Qué se espera que haga un asesor-docente en términos de selección de estudiantes y orientación?|Según el normativo de práticas finales y el artículo 17, se espera que el asesor-docente seleccione estudiantes para desarrollar e implementar el programa de práctica final y oriente a los estudiantes en la elaboración de los perfiles de proyectos, así como los anteproyectos de las diferentes opciones que presenta el programa de práctica final.
¿Qué se espera que haga un asesor-docente en términos de asistencia a reuniones?|Según el normativo de práticas finales y el artículo 17, se espera que el asesor-docente asista puntualmente a las reuniones de trabajo convocadas por los coordinadores de prácticas y/o por el Director de EPS.
¿Qué se espera que haga un asesor-docente en términos de programación y calendarización del trabajo?|Según el normativo de práticas finales y el artículo 17, se espera que el asesor-docente elabore la programación y calendarización semestral de trabajo correspondiente a las actividades del Programa que le correspondan.
¿Cómo se espera que un asesor-docente apoye a los estudiantes en su desarrollo profesional?|Según el normativo de práticas finales y el artículo 17, se espera que el asesor-docente brinde a los estudiantes la asesoría y orientación necesaria para el adecuado desarrollo de las acciones de trabajo técnico-profesional, investigación y docencia.
¿Qué se espera que haga un asesor-docente en términos de informes de supervisión?|Según el normativo de práticas finales y el artículo 17, se espera que el asesor-docente presente al Director de EPS, con copia al coordinador de prácticas, un informe escrito sobre visitas de supervisión.
¿Cómo se espera que un asesor-docente contribuya a la formación de recursos humanos dentro de la Facultad de Ingeniería?|Según el normativo de práticas finales y el artículo 17, se espera que el asesor-docente observe e informe acerca de las limitaciones teóricas y técnicas que los estudiantes manifiesten en su desempeño, a efecto de retroalimentar el proceso de formación de recursos humanos dentro de la Facultad de Ingeniería.
¿Qué se espera que haga un asesor-docente en términos de actualización profesional?|Según el normativo de práticas finales y el artículo 17, se espera que el asesor-docente se actualice constantemente en el área a asesorar.
¿Qué se considera una falta leve durante las Prácticas Iniciales e Intermedias?|Según el normativo de práticas finales y el artículo 18, se considera falta leve del estudiante durante las Prácticas Iniciales e Intermedias cuando el estudiante entrega informes después del tiempo señalado para el efecto o asiste tarde a cualquiera de los talleres, eventos o actividades programadas.
¿Qué sucede si un estudiante acumula dos faltas leves durante las Prácticas Finales?|Según el normativo de práticas finales y el artículo 18, si un estudiante acumula dos faltas leves durante las Prácticas Finales, se considera una falta grave.
¿Qué se considera una falta grave durante las Prácticas Finales?|Según el normativo de práticas finales y el artículo 18, durante las Prácticas Finales, un estudiante comete una falta grave si incumple con su horario de trabajo, si hay quejas sobre su comportamiento o resultados, si viola las normas de la Facultad, Universidad o sociedad, o si está ausente durante una supervisión.
¿Qué sucede si un estudiante no asiste a los eventos y reuniones programadas durante las Prácticas Finales?|Según el normativo de práticas finales y el artículo 18, si un estudiante no asiste a cualquiera de los eventos y reuniones programadas y que haya sido citado formalmente de manera verbal o por escrito durante las Prácticas Finales, se considera una falta grave.
¿Qué sucede si un estudiante entrega informes después del tiempo señalado durante las Prácticas Iniciales e Intermedias?|Según el normativo de práticas finales y el artículo 18, si un estudiante entrega informes después del tiempo señalado para el efecto durante las Prácticas Iniciales e Intermedias, se considera una falta leve.
¿Qué se considera una falta leve durante las Prácticas Finales?|Según el normativo de práticas finales y el artículo 18, en las Prácticas Finales, un estudiante comete una falta leve si entrega informes tarde, se ausenta sin permiso, o llega tarde a eventos o reuniones programadas.
¿Qué sucede si un estudiante acumula el 20% de inasistencia a talleres y eventos o actividades programadas durante las Prácticas Iniciales e Intermedias?|Según el normativo de práticas finales y el artículo 18, si un estudiante acumula el 20% de inasistencia a talleres y eventos o actividades programadas durante las Prácticas Iniciales e Intermedias, se considera una falta grave.
¿Qué sucede si un estudiante incumple con las Leyes y Normas de la Facultad de Ingeniería y de la Universidad de San Carlos de Guatemala durante las Prácticas Iniciales e Intermedias?|Según el normativo de práticas finales y el artículo 18, si un estudiante incumple con las Leyes y Normas de la Facultad de Ingeniería y de la Universidad de San Carlos de Guatemala durante las Prácticas Iniciales e Intermedias, se considera una falta grave.
¿Qué sucede si un estudiante incurre en una falta grave durante las prácticas iniciales o intermedias?|Según el normativo de práticas finales y el artículo 19, la reprobación de la práctica inicial o intermedia ocurre cuando el estudiante incurre en una falta grave.
¿Cuál es la sanción si un estudiante acumula dos faltas graves durante las prácticas finales?|Según el normativo de práticas finales y el artículo 19, la sanción para un estudiante que acumula dos faltas graves durante las prácticas finales es la suspensión de la matrícula por un año.
¿Qué sucede si se descubre que hubo falsedad en el informe final de un estudiante?|Según el normativo de práticas finales y el artículo 19, si se comprueba que hubo falsedad en el informe final de un estudiante, se le suspende la matrícula por un año.
¿Qué sucede si un estudiante abandona definitivamente la comunidad, institución o empresa asignada para su práctica?|Según el normativo de práticas finales y el artículo 19, si un estudiante abandona en forma definitiva la comunidad, institución o empresa que le haya sido asignada para la realización de su práctica, se le suspende la matrícula por un año.
¿Qué sucede si un estudiante incumple los códigos de ética y confidencialidad de la comunidad, empresa o institución asignada para la práctica?|Según el normativo de práticas finales y el artículo 19, si un estudiante incumple los códigos de ética y confidencialidad de la comunidad, empresa o institución asignada para la práctica, se le suspende la matrícula por un año.
¿Qué sucede si los estudiantes de Ingeniería no aprueban los cursos de Prácticas Primarias, Introducción a la Práctica de Ingeniería I e Introducción a la Práctica de Ingeniería II?|Según el normativo de práticas finales y el artículo 20, a los estudiantes de Ingeniería que no hayan aprobado los cursos de Prácticas Primarias, Introducción a la Práctica de Ingeniería I e Introducción a la Práctica de Ingeniería II, se les validará por un curso profesional optativo del pénsum de su carrera.
